-2.729999999999999982e+00 1.310000000000000053e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.145051906460357038e-01 3.164539078020148111e+00
-2.730000614505190715e+00 1.310003164539078169e+00 -6.145051906460357411e-04 3.164539078020148135e-03 -6.127866778543856752e-01 3.144254646922937546e+00
-2.730001841797059292e+00 1.310009473332803154e+00 -1.227291868500421466e-03 6.308793724943085636e-03 -6.110682536765000838e-01 3.124103943743489431e+00
-2.730003680157181645e+00 1.310018906230471902e+00 -1.838360122176921612e-03 9.432897668686575712e-03 -6.093500264667339739e-01 3.104086114943205743e+00
-2.730006127867330434e+00 1.310031443214255464e+00 -2.447710148643655621e-03 1.253698378362978066e-02 -6.076321022704357366e-01 3.084200311440605802e+00
-2.730009183209581192e+00 1.310047064398350614e+00 -3.055342250914091541e-03 1.562118409507038709e-02 -6.059145848630630438e-01 3.064445688602799756e+00
-2.730012844466417121e+00 1.310065750028134302e+00 -3.661256835777154835e-03 1.868562978367318758e-02 -6.041975757886935972e-01 3.044821406236764894e+00
-2.730017109920828577e+00 1.310087480479324107e+00 -4.265454411565848362e-03 2.173045118990995367e-02 -6.024811743979395784e-01 3.025326628580447430e+00
-2.730021977856414761e+00 1.310112236257142682e+00 -4.867935585963788225e-03 2.475577781849040010e-02 -6.007654778852781208e-01 3.005960524293680436e+00
-2.730027446557478754e+00 1.310139997995485528e+00 -5.468701063849066082e-03 2.776173834278407998e-02 -5.990505813257982481e-01 2.986722266448912144e+00
-2.730033514309123888e+00 1.310170746456094770e+00 -6.067751645174864622e-03 3.074846060923299221e-02 -5.973365777113833763e-01 2.967611032521766834e+00
-2.730040179397346556e+00 1.310204462527736480e+00 -6.665088222886248089e-03 3.371607164175476068e-02 -5.956235579863290441e-01 2.948626004381430299e+00
-2.730047440109127255e+00 1.310241127225382662e+00 -7.260711780872577091e-03 3.666469764613618926e-02 -5.939116110824077532e-01 2.929766368280851019e+00
-2.730055294732519400e+00 1.310280721689397021e+00 -7.854623391954985642e-03 3.959446401441703983e-02 -5.922008239533905760e-01 2.911031314846783680e+00
-2.730063741556735479e+00 1.310323227184726269e+00 -8.446824215908376593e-03 4.250549532926382185e-02 -5.904912816090296390e-01 2.892420039069655502e+00
-2.730072778872233208e+00 1.310368625100094553e+00 -9.037315497517406371e-03 4.539791536833347879e-02 -5.887830671485134726e-01 2.873931740293274473e+00
-2.730082404970797683e+00 1.310416896947203202e+00 -9.626098564665919524e-03 4.827184710862675310e-02 -5.870762617934003336e-01 2.855565622204371046e+00
-2.730092618145623984e+00 1.310468024359934036e+00 -1.021317482645931959e-02 5.112741273083112187e-02 -5.853709449200362736e-01 2.837320892821971974e+00
-2.730103416691395335e+00 1.310521989093557771e+00 -1.079854577137935590e-02 5.396473362365309528e-02 -5.836671940914712753e-01 2.819196764486632478e+00
-2.730114798904360818e+00 1.310578773023945987e+00 -1.138221296547082748e-02 5.678393038813972504e-02 -5.819650850888727911e-01 2.801192453849499664e+00
-2.730126763082411312e+00 1.310638358146787974e+00 -1.196417805055970118e-02 5.958512284198922565e-02 -5.802646919424496730e-01 2.783307181861224944e+00
-2.730139307525153658e+00 1.310700726576811803e+00 -1.254444274250215118e-02 6.236843002385045187e-02 -5.785660869618939328e-01 2.765540173760730358e+00
-2.730152430533983043e+00 1.310765860547009387e+00 -1.312300882946404457e-02 6.513397019761117679e-02 -5.768693407663428863e-01 2.747890659063825680e+00
-2.730166130412153169e+00 1.310833742407865987e+00 -1.369987817023038748e-02 6.788186085667499703e-02 -5.751745223138735597e-01 2.730357871551676752e+00
-2.730180405464845528e+00 1.310904354626594159e+00 -1.427505269254426140e-02 7.061221872822667778e-02 -5.734816989305345780e-01 2.712941049259136150e+00
-2.730195253999236904e+00 1.310977679786371697e+00 -1.484853439147479533e-02 7.332515977748581271e-02 -5.717909363389201971e-01 2.695639434462930417e+00
-2.730210674324564657e+00 1.311053700585583570e+00 -1.542032532781371576e-02 7.602079921194873635e-02 -5.701022986862976927e-01 2.678452273669708728e+00
-2.730226664752191112e+00 1.311132399837069196e+00 -1.599042762650001309e-02 7.869925148561844608e-02 -5.684158485722911047e-01 2.661378817603960112e+00
-2.730243223595666180e+00 1.311213760467372369e+00 -1.655884347507230459e-02 8.136063030322240874e-02 -5.667316470761279978e-01 2.644418321195796562e+00
-2.730260349170788192e+00 1.311297765515996749e+00 -1.712557512214843425e-02 8.400504862441821041e-02 -5.650497537834602291e-01 2.627570043568602465e+00
-2.730278039795664302e+00 1.311384398134664675e+00 -1.769062487593189500e-02 8.663261866798681321e-02 -5.633702268127581680e-01 2.610833248026565911e+00
-2.730296293790766882e+00 1.311473641586580641e+00 -1.825399510274465162e-02 8.924345191601337768e-02 -5.616931228412892496e-01 2.594207202042073668e+00
-2.730315109478992586e+00 1.311565479245698773e+00 -1.881568822558593937e-02 9.183765911805545634e-02 -5.600184971306874093e-01 2.577691177242990239e+00
-2.730334485185715199e+00 1.311659894595994080e+00 -1.937570672271662561e-02 9.441535029529844747e-02 -5.583464035521162883e-01 2.561284449399818364e+00
-2.730354419238841590e+00 1.311756871230738808e+00 -1.993405312626874218e-02 9.697663474469826739e-02 -5.566768946110349781e-01 2.544986298412740489e+00
