   3.4279023377737744e+01   4.5732951758145830e+01  -1.1236897783701750e+01   1.4925838162033704e+00  -1.3256063939594003e+02  -6.9447024550499243e+00
   3.4226887463393410e+01   4.5739876909863966e+01  -1.1851940322488648e+01   1.4603624309676235e+00  -1.3032863946796448e+02  -4.7243583489403687e+00
   3.4171897931819700e+01   4.5746652563792495e+01  -1.2456627035379343e+01   1.4384427920287035e+00  -1.2859699858146965e+02  -2.5431453071672907e+00
   3.4114102831015472e+01   4.5753326517016774e+01  -1.3053279441767364e+01   1.4266433427098730e+00  -1.2755245960317691e+02  -4.2013346264081908e-01
   3.4053539437809590e+01   4.5759945724252361e+01  -1.3645085493249448e+01   1.4246940465034770e+00  -1.4589884307661049e+02   1.6256070371739062e+00
   3.3990230237869284e+01   4.5766555887324515e+01  -1.4322013390254282e+01   1.4322363870034120e+00  -1.5698583796969729e+02   3.5750060626745426e+00
   3.3923780290764157e+01   4.5773201044647379e+01  -1.5050381696098691e+01   1.4488233679880049e+00  -1.5386862576777685e+02   5.3077946501175113e+00
   3.3853950928064478e+01   4.5779923160703561e+01  -1.5764287050381126e+01   1.4734499804714973e+00  -1.5231220863603107e+02   6.0333470333133343e+00
   3.3780809253629187e+01   4.5786759537028345e+01  -1.6470971085058572e+01   1.5014429434932577e+00  -1.5044786165974091e+02   5.8107921489954197e+00
   3.3704388772266071e+01   4.5793725792502201e+01  -1.7169005095847311e+01   1.5284033170397857e+00  -1.4866778996352579e+02   4.9159544427962336e+00
   3.3624729617552319e+01   4.5800817136212416e+01  -1.7858780095362022e+01   1.5512119057342570e+00  -1.4736419866365011e+02   3.6246583524465534e+00
   3.3541870108881113e+01   4.5808014305093366e+01  -1.8542506813077029e+01   1.5680292587998621e+00  -1.4692929288594252e+02   2.2127283163077252e+00
   3.3455838308508419e+01   4.5815289501566610e+01  -1.9224215695370649e+01   1.5782956700627309e+00  -1.4775527775063640e+02   9.5598877475108091e-01
   3.3366643578599550e+01   4.5822612331181006e+01  -1.9909756905499261e+01   1.5827311779612594e+00  -1.5083916158952076e+02   1.3026416548565622e-01
   3.3274268138275872e+01   4.5829955740252856e+01  -2.0609606433347480e+01   1.5833355655337571e+00  -1.5687935743953119e+02  -1.2162053777752854e-02
   3.3178645601134178e+01   4.5837301953506014e+01  -2.1337480700720864e+01   1.5832791371665855e+00  -1.6258242646080265e+02   6.5607794376966409e-10
   3.3079645940591732e+01   4.5844647904948076e+01  -2.2091815537881043e+01   1.5832791371696295e+00  -1.6530244359152317e+02  -6.6014582802236767e-10
   3.2977146387355219e+01   4.5851993856390152e+01  -2.2858770457814259e+01   1.5832791371665667e+00  -1.6454873901336359e+02  -6.6014582802236767e-10
   3.2871088387937093e+01   4.5859339807832214e+01  -2.3622228409270566e+01   1.5832791371635038e+00  -1.6377154751971602e+02   1.3202916560447353e-09
   3.2761488167246796e+01   4.5866685759274262e+01  -2.4382080419841593e+01   1.5832791371696295e+00  -1.6281096774759970e+02  -1.9804374840671029e-09
   3.2648362455793830e+01   4.5874031710716338e+01  -2.5137475621631054e+01   1.5832791371604409e+00  -1.6164832173824064e+02   1.9845053683198143e-09
   3.2531731931865508e+01   4.5881377662158371e+01  -2.5887476486484868e+01   1.5832791371696484e+00  -1.6026493151601940e+02  -6.6421371227508697e-10
   3.2411621623605171e+01   4.5888723613600447e+01  -2.6631058825912987e+01   1.5832791371665667e+00  -1.5864211911984836e+02   0.0000000000000000e+00
   3.2288061311090757e+01   4.5896069565042509e+01  -2.7367111791156862e+01   1.5832791371665667e+00  -1.5676120658137549e+02  -6.6014582802236767e-10
   3.2161085928413073e+01   4.5903415516484571e+01  -2.8094437873155680e+01   1.5832791371635038e+00  -1.5460351593654070e+02   6.6014582802236767e-10
   3.2030735965754204e+01   4.5910761467926619e+01  -2.8811752902566315e+01   1.5832791371665667e+00  -1.5215036921263467e+02   0.0000000000000000e+00
   3.1897057871465847e+01   4.5918107419368681e+01  -2.9517686049723189e+01   1.5832791371665667e+00  -1.4938308845015055e+02  -6.6014582802236767e-10
   3.1760104454147822e+01   4.5925453370810743e+01  -3.0210779824699525e+01   1.5832791371635038e+00  -1.4628299567645945e+02   6.6421371227507901e-10
   3.1619935284726296e+01   4.5932799322252791e+01  -3.0889490077246471e+01   1.5832791371665855e+00  -1.4388304161281062e+02  -4.0678842527114628e-12
   3.1476617098532301e+01   4.5940145273694853e+01  -3.1557065245902709e+01   1.5832791371665667e+00  -1.1813907095845543e+02  -6.6014582802236767e-10
   3.1330201559093538e+01   4.5947491225136915e+01  -3.2105195931325760e+01   1.5832791371635038e+00  -1.0662186164230572e+02  -1.0119881230858428e-01
   3.1181242853826021e+01   4.5954837176578962e+01  -3.2599890138999278e+01   1.5828096043162867e+00  -1.1199728966345033e+02  -1.0751520781277921e+00
   3.1029988912334559e+01   4.5962180949526129e+01  -3.3119524758187531e+01   1.5778212135939198e+00  -1.0712653561724085e+02  -2.8436607099843285e+00
   3.0876324018414962e+01   4.5969501577801481e+01  -3.3616560505281932e+01   1.5646274608292445e+00  -1.0278076665657881e+02  -5.1118301253329932e+00
   3.0720353024214361e+01   4.5976760990928554e+01  -3.4093433157307345e+01   1.5409100663412660e+00  -9.8444192575611567e+01  -7.5847657502272980e+00
   3.0562169480587954e+01   4.5983910362292207e+01  -3.4550185375812305e+01   1.5057189748952582e+00  -9.3601023172880886e+01  -9.9675730067992774e+00
   3.0401866740453855e+01   4.5990896457299286e+01  -3.4984466706889400e+01   1.4594723557209597e+00  -8.7735468248682452e+01  -1.1965357310500176e+01
   3.0239549062147830e+01   4.5997667981539379e+01  -3.5391533581183459e+01   1.4039566025435664e+00  -8.0331737600134389e+01  -1.3283224090065747e+01
   3.0075342712778038e+01   4.6004181928945712e+01  -3.5764249313876753e+01   1.3423263335221007e+00  -7.0071152283443496e+01  -1.3649819745580670e+01
   2.9909407071579793e+01   4.6010409929955756e+01  -3.6089358936103373e+01   1.2789951680376745e+00  -6.5112104021121596e+01  -1.3649819745591000e+01
   2.9741963016961478e+01   4.6016344092908128e+01  -3.6391460026935420e+01   1.2156640025532020e+00  -6.6322141821514947e+01  -1.3649819746250694e+01
   2.9573117301769386e+01   4.6021984417802827e+01  -3.6699175338732104e+01   1.1523328370656678e+00  -5.5441864903362188e+01  -1.3649819746241725e+01
   2.9402843877662690e+01   4.6027330904639840e+01  -3.6956409352543666e+01   1.0890016715781745e+00  -5.3294266682808477e+01  -1.3649819745590568e+01
   2.9231376963077693e+01   4.6032383553419166e+01  -3.7203679139659556e+01   1.0256705060937039e+00  -5.1730998343548158e+01  -1.3649819746245191e+01
   2.9058762789107661e+01   4.6037142364140820e+01  -3.7443695819574359e+01   9.6233934060619530e-01  -5.1015139337781193e+01  -1.3649819746912822e+01
   2.8885035008045520e+01   4.6041607336804788e+01  -3.7680391123382897e+01   8.9900817511558984e-01  -5.1409769122464034e+01  -1.3649819744922773e+01
   2.8710209030103542e+01   4.6045778471411055e+01  -3.7918917393802332e+01   8.3567700963421609e-01  -5.3177967144105416e+01  -1.3649819746250021e+01
   2.8534276360132964e+01   4.6049655767959663e+01  -3.8165647585123651e+01   7.7234584414668583e-01  -5.6582812863631538e+01  -1.3649819746906031e+01
   2.8357198934343785e+01   4.6053239226450586e+01  -3.8428175263278604e+01   7.0901467865611112e-01  -6.1887385727274427e+01  -1.3649819745591214e+01
   2.8178903457024305e+01   4.6056528846883808e+01  -3.8715314605771489e+01   6.4568351317163752e-01  -7.6806290261264635e+01  -1.3649819745585718e+01
   2.7999275737260930e+01   4.6059524629259357e+01  -3.9071673295442530e+01   5.8235234768718791e-01  -9.9195881067487008e+01  -1.3649819746906509e+01
   2.7817994617557630e+01   4.6062226573577234e+01  -3.9531913128374562e+01   5.1902118219661098e-01  -1.1627592048553704e+02  -1.3649819745589062e+01
   2.7634578119837244e+01   4.6064634679837411e+01  -4.0071399341334079e+01   4.5569001671214737e-01  -1.2623261521326005e+02  -1.3649819746247703e+01
   2.7448658564108300e+01   4.6066748948039915e+01  -4.0657081701439317e+01   3.9235885122462710e-01  -1.0774645351098781e+02  -1.3649819745587557e+01
   2.7260021613779244e+01   4.6068569378184733e+01  -4.1156993685982087e+01   3.2902768574016972e-01  -8.7160904172698650e+01  -1.3649819746907168e+01
