7.000000000000000666e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 4.646308848606910957e-01 -2.816848800178438861e+00
7.000046463088487048e-02 9.997183151199821524e-03 4.646308848606911230e-04 -2.816848800178438968e-03 4.606269059422145040e-01 -2.792721576957451823e+00
7.000138988867567191e-02 9.991573580822685208e-03 9.252577908029056570e-04 -5.609570377135891447e-03 4.566584744996233791e-01 -2.768803032971146383e+00
7.000277180494098028e-02 9.983195207412578695e-03 1.381916265302529038e-03 -8.378373410107038330e-03 4.527252841758079294e-01 -2.745091379257320607e+00
7.000460644649045272e-02 9.972071742623213678e-03 1.834641549478337099e-03 -1.112346478936435817e-02 4.488270310478890135e-01 -2.721584841642918473e+00
7.000688991507098002e-02 9.958226692992205864e-03 2.283468580526226352e-03 -1.384504963100727584e-02 4.449634136160123821e-01 -2.698281660644056501e+00
7.000961834706512232e-02 9.941683361700554694e-03 2.728431994142238928e-03 -1.654333129165133295e-02 4.411341327919071076e-01 -2.675180091365982005e+00
7.001278791319205663e-02 9.922464850317537499e-03 3.169566126934145883e-03 -1.921851138301731640e-02 4.373388918871866649e-01 -2.652278403402902107e+00
7.001639481821088362e-02 9.900594060531116986e-03 3.606905018821332607e-03 -2.187078978642021873e-02 4.335773966014288550e-01 -2.629574880737772791e+00
7.002043530062630750e-02 9.876093695863959188e-03 4.040482415422761917e-03 -2.450036466715799222e-02 4.298493550100338512e-01 -2.607067821642046646e+00
7.002490563239674448e-02 9.848986263375159034e-03 4.470331770432795816e-03 -2.710743248880003939e-02 4.261544775518789629e-01 -2.584755538575426392e+00
7.002980211864473503e-02 9.819294075347782813e-03 4.896486247984674703e-03 -2.969218802737546431e-02 4.224924770167836630e-01 -2.562636358085647270e+00
7.003512109736974300e-02 9.787039250962321218e-03 5.318978725001458421e-03 -3.225482438546110886e-02 4.188630685327842107e-01 -2.540708620708301169e+00
7.004085893916327243e-02 9.752243717956151844e-03 5.737841793534242257e-03 -3.479553300616940875e-02 4.152659695532452400e-01 -2.518970680866752687e+00
7.004701204692635741e-02 9.714929214269115224e-03 6.153107763087487837e-03 -3.731450368703616294e-02 4.117008998438051459e-01 -2.497420906772150673e+00
7.005357685558928627e-02 9.675117289675306750e-03 6.564808662931293295e-03 -3.981192459380831355e-02 4.081675814691747006e-01 -2.476057680323570764e+00
7.006054983183368501e-02 9.632829307401174698e-03 6.972976244400468267e-03 -4.228798227413188560e-02 4.046657387797911176e-01 -2.454879397008303155e+00
7.006792747381686282e-02 9.588086445730035351e-03 7.377641983180259315e-03 -4.474286167114018692e-02 4.011950983983443852e-01 -2.433884465802321095e+00
7.007570631089844737e-02 9.540909699593091986e-03 7.778837081578603499e-03 -4.717674613694250452e-02 3.977553892061747032e-01 -2.413071309070919490e+00
7.008388290336922677e-02 9.491319882147079140e-03 8.176592470784779104e-03 -4.958981744601342195e-02 3.943463423295695547e-01 -2.392438362469608393e+00
7.009245384218233677e-02 9.439337626338596340e-03 8.570938813114348589e-03 -5.198225580848302857e-02 3.909676911259385435e-01 -2.371984074845187251e+00
7.010141574868657133e-02 9.384983386455268348e-03 8.961906504240287064e-03 -5.435423988332821477e-02 3.876191711699060183e-01 -2.351706908137107810e+00
7.011076527436198302e-02 9.328277439663803031e-03 9.349525675410193942e-03 -5.670594679146532396e-02 3.843005202393066089e-01 -2.331605337279083034e+00
7.012049910055763446e-02 9.269239887535057898e-03 9.733826195649501051e-03 -5.903755212874440411e-02 3.810114783011037676e-01 -2.311677850101001575e+00
